"","year","siteID","Covariate","Value","perName","fish.model"
"415",2004,"montana","ASON_avg",111.3427325,"Montana",1
"416",2005,"montana","ASON_avg",87.06694186,"Montana",1
"417",2006,"montana","ASON_avg",84.45942233,"Montana",1
"418",2007,"montana","ASON_avg",84.7943605,"Montana",1
"419",2008,"montana","ASON_avg",70.0848235,"Montana",1
"420",2009,"montana","ASON_avg",65.32874811,"Montana",1
"421",1980,"ninilchik","ASON_avg",77.16608301,"Ninilchik",1
"422",1981,"ninilchik","ASON_avg",93.59603027,"Ninilchik",1
"423",1982,"ninilchik","ASON_avg",65.98978404,"Ninilchik",1
"424",1983,"ninilchik","ASON_avg",78.95008757,"Ninilchik",1
"425",1984,"ninilchik","ASON_avg",54.86835953,"Ninilchik",1
"426",1985,"ninilchik","ASON_avg",49.64915358,"Ninilchik",1
"427",1986,"ninilchik","ASON_avg",91.97168734,"Ninilchik",1
"428",1987,"ninilchik","ASON_avg",82.69819041,"Ninilchik",1
"429",1988,"ninilchik","ASON_avg",56.2320491,"Ninilchik",1
"430",1989,"ninilchik","ASON_avg",72.93140698,"Ninilchik",1
"431",1990,"ninilchik","ASON_avg",80.74226505,"Ninilchik",1
"432",1991,"ninilchik","ASON_avg",56.8091069,"Ninilchik",1
"433",1992,"ninilchik","ASON_avg",84.18885003,"Ninilchik",1
"434",1993,"ninilchik","ASON_avg",94.35113841,"Ninilchik",1
"435",1994,"ninilchik","ASON_avg",69.53765328,"Ninilchik",1
"436",1995,"ninilchik","ASON_avg",47.46001167,"Ninilchik",1
"437",1996,"ninilchik","ASON_avg",41.40542919,"Ninilchik",1
"438",1997,"ninilchik","ASON_avg",107.6030355,"Ninilchik",1
"439",1998,"ninilchik","ASON_avg",63.16783421,"Ninilchik",1
"440",1999,"ninilchik","ASON_avg",76.26007013,"Ninilchik",1
"441",2000,"ninilchik","ASON_avg",89.86544081,"Ninilchik",1
"442",2001,"ninilchik","ASON_avg",60.02189153,"Ninilchik",1
"443",2002,"ninilchik","ASON_avg",78.87769979,"Ninilchik",1
"444",2003,"ninilchik","ASON_avg",56.94454178,"Ninilchik",1
"445",2004,"ninilchik","ASON_avg",81.93607682,"Ninilchik",1
"446",2005,"ninilchik","ASON_avg",65.2953884,"Ninilchik",1
"447",2006,"ninilchik","ASON_avg",47.44979575,"Ninilchik",1
"448",2007,"ninilchik","ASON_avg",95.61237573,"Ninilchik",1
"449",2008,"ninilchik","ASON_avg",59.25890247,"Ninilchik",1
"450",2009,"ninilchik","ASON_avg",70.22591957,"Ninilchik",1
"451",1980,"theodore","ASON_avg",82.46363617,"Theodore",1
"452",1981,"theodore","ASON_avg",108.6103031,"Theodore",1
"453",1982,"theodore","ASON_avg",102.93,"Theodore",1
"454",1983,"theodore","ASON_avg",89.34545485,"Theodore",1
"455",1984,"theodore","ASON_avg",64.54333323,"Theodore",1
"456",1985,"theodore","ASON_avg",89.49393949,"Theodore",1
"457",1986,"theodore","ASON_avg",141.3121213,"Theodore",1
"458",1987,"theodore","ASON_avg",107.8272731,"Theodore",1
"459",1988,"theodore","ASON_avg",82.02363663,"Theodore",1
"460",1989,"theodore","ASON_avg",127.017879,"Theodore",1
"461",1990,"theodore","ASON_avg",109.1106061,"Theodore",1
"462",1991,"theodore","ASON_avg",71.96151537,"Theodore",1
"463",1992,"theodore","ASON_avg",127.6612118,"Theodore",1
"464",1993,"theodore","ASON_avg",171.2742421,"Theodore",1
"465",1994,"theodore","ASON_avg",94.82272734,"Theodore",1
"466",1995,"theodore","ASON_avg",57.69757595,"Theodore",1
"467",1996,"theodore","ASON_avg",74.53484822,"Theodore",1
"468",1997,"theodore","ASON_avg",107.879394,"Theodore",1
"469",1998,"theodore","ASON_avg",60.84757589,"Theodore",1
"470",1999,"theodore","ASON_avg",91.41666643,"Theodore",1
"471",2000,"theodore","ASON_avg",118.9133331,"Theodore",1
"472",2001,"theodore","ASON_avg",78.55212157,"Theodore",1
"473",2002,"theodore","ASON_avg",109.0521214,"Theodore",1
"474",2003,"theodore","ASON_avg",90.23454576,"Theodore",1
"475",2004,"theodore","ASON_avg",144.7336368,"Theodore",1
"476",2005,"theodore","ASON_avg",103.9951515,"Theodore",1
"477",2006,"theodore","ASON_avg",82.37636369,"Theodore",1
"478",2007,"theodore","ASON_avg",120.81303,"Theodore",1
"479",2008,"theodore","ASON_avg",82.35636344,"Theodore",1
"480",2009,"theodore","ASON_avg",80.01030307,"Theodore",1
"481",1980,"willow","ASON_avg",70.13022704,"Willow",1
"482",1981,"willow","ASON_avg",115.03181,"Willow",1
"483",1982,"willow","ASON_avg",102.6052867,"Willow",1
"484",1983,"willow","ASON_avg",74.42562723,"Willow",1
"485",1984,"willow","ASON_avg",47.72550771,"Willow",1
"486",1985,"willow","ASON_avg",74.86663672,"Willow",1
"487",1986,"willow","ASON_avg",112.475657,"Willow",1
"488",1987,"willow","ASON_avg",85.12156504,"Willow",1
"489",1988,"willow","ASON_avg",79.84109912,"Willow",1
"490",1989,"willow","ASON_avg",113.5928915,"Willow",1
"491",1990,"willow","ASON_avg",92.59259274,"Willow",1
"492",1991,"willow","ASON_avg",85.31586038,"Willow",1
"493",1992,"willow","ASON_avg",109.1738353,"Willow",1
"494",1993,"willow","ASON_avg",160.7414876,"Willow",1
"495",1994,"willow","ASON_avg",88.96923562,"Willow",1
"496",1995,"willow","ASON_avg",41.93936674,"Willow",1
"497",1996,"willow","ASON_avg",84.19444449,"Willow",1
"498",1997,"willow","ASON_avg",83.2976405,"Willow",1
"499",1998,"willow","ASON_avg",52.31197732,"Willow",1
"500",1999,"willow","ASON_avg",74.66606935,"Willow",1
"501",2000,"willow","ASON_avg",100.0225509,"Willow",1
"502",2001,"willow","ASON_avg",66.10722813,"Willow",1
"503",2002,"willow","ASON_avg",91.91203712,"Willow",1
"504",2003,"willow","ASON_avg",82.13127245,"Willow",1
"505",2004,"willow","ASON_avg",125.9964159,"Willow",1
"506",2005,"willow","ASON_avg",88.6164877,"Willow",1
"507",2006,"willow","ASON_avg",71.2949522,"Willow",1
"508",2007,"willow","ASON_avg",96.64486315,"Willow",1
"509",2008,"willow","ASON_avg",75.59617669,"Willow",1
"510",2009,"willow","ASON_avg",76.61663682,"Willow",1
"511",1980,"EF_chulitna","ASON_max",109.677792,"EF Chulitna",1
"512",1981,"EF_chulitna","ASON_max",158.8344031,"EF Chulitna",1
"513",1982,"EF_chulitna","ASON_max",128.1463415,"EF Chulitna",1
"514",1983,"EF_chulitna","ASON_max",166.5404365,"EF Chulitna",1
"515",1984,"EF_chulitna","ASON_max",128.4762516,"EF Chulitna",1
"516",1985,"EF_chulitna","ASON_max",162.2439024,"EF Chulitna",1
"517",1986,"EF_chulitna","ASON_max",157.5301669,"EF Chulitna",1
"518",1987,"EF_chulitna","ASON_max",79.45186136,"EF Chulitna",1
"519",1988,"EF_chulitna","ASON_max",84.12323492,"EF Chulitna",1
"520",1989,"EF_chulitna","ASON_max",123.6161746,"EF Chulitna",1
"521",1990,"EF_chulitna","ASON_max",130.9358152,"EF Chulitna",1
"522",1991,"EF_chulitna","ASON_max",74.90757381,"EF Chulitna",1
"523",1992,"EF_chulitna","ASON_max",129.279846,"EF Chulitna",1
"524",1993,"EF_chulitna","ASON_max",191.2785623,"EF Chulitna",1
"525",1994,"EF_chulitna","ASON_max",109.6829268,"EF Chulitna",1
"526",1995,"EF_chulitna","ASON_max",84.62772786,"EF Chulitna",1
"527",1996,"EF_chulitna","ASON_max",123.8896021,"EF Chulitna",1
"528",1997,"EF_chulitna","ASON_max",134.703466,"EF Chulitna",1
"529",1998,"EF_chulitna","ASON_max",132.6713736,"EF Chulitna",1
"530",1999,"EF_chulitna","ASON_max",108.7984596,"EF Chulitna",1
"531",2000,"EF_chulitna","ASON_max",131.071887,"EF Chulitna",1
"532",2001,"EF_chulitna","ASON_max",76.17971759,"EF Chulitna",1
"533",2002,"EF_chulitna","ASON_max",138.6341463,"EF Chulitna",1
"534",2003,"EF_chulitna","ASON_max",95.84595635,"EF Chulitna",1
"535",2004,"EF_chulitna","ASON_max",131.1578947,"EF Chulitna",1
"536",2005,"EF_chulitna","ASON_max",139.0320924,"EF Chulitna",1
"537",2006,"EF_chulitna","ASON_max",176.8806162,"EF Chulitna",1
"538",2007,"EF_chulitna","ASON_max",122.7766367,"EF Chulitna",1
"539",2008,"EF_chulitna","ASON_max",86.1720154,"EF Chulitna",1
"540",2009,"EF_chulitna","ASON_max",113.6097561,"EF Chulitna",1
"541",1980,"alexander","ASON_max",73.76993007,"Alexander",1
"542",1981,"alexander","ASON_max",129.1440559,"Alexander",1
"543",1982,"alexander","ASON_max",176.0293706,"Alexander",1
"544",1983,"alexander","ASON_max",97.4993007,"Alexander",1
"545",1984,"alexander","ASON_max",123.2111888,"Alexander",1
"546",1985,"alexander","ASON_max",173.241958,"Alexander",1
"547",1986,"alexander","ASON_max",127.0181818,"Alexander",1
"548",1987,"alexander","ASON_max",127.7391608,"Alexander",1
"549",1988,"alexander","ASON_max",96.2979021,"Alexander",1
"550",1989,"alexander","ASON_max",143.265035,"Alexander",1
"551",1990,"alexander","ASON_max",135.6174825,"Alexander",1
"552",1991,"alexander","ASON_max",91.18321678,"Alexander",1
"553",1992,"alexander","ASON_max",120.9146853,"Alexander",1
"554",1993,"alexander","ASON_max",209.5713287,"Alexander",1
"555",1994,"alexander","ASON_max",84.18741259,"Alexander",1
"556",1995,"alexander","ASON_max",107.2300699,"Alexander",1
"557",1996,"alexander","ASON_max",91.32307692,"Alexander",1
"558",1997,"alexander","ASON_max",110.8342657,"Alexander",1
"559",1998,"alexander","ASON_max",87.05034965,"Alexander",1
"560",1999,"alexander","ASON_max",98.33846154,"Alexander",1
"561",2000,"alexander","ASON_max",111.8958042,"Alexander",1
"562",2001,"alexander","ASON_max",61.13916084,"Alexander",1
"563",2002,"alexander","ASON_max",137.3874126,"Alexander",1
"564",2003,"alexander","ASON_max",78.94475525,"Alexander",1
"565",2004,"alexander","ASON_max",149.2153846,"Alexander",1
"566",2005,"alexander","ASON_max",195.227972,"Alexander",1
"567",2006,"alexander","ASON_max",165.413986,"Alexander",1
"568",2007,"alexander","ASON_max",147.5405594,"Alexander",1
"569",2008,"alexander","ASON_max",96.19090909,"Alexander",1
"570",2009,"alexander","ASON_max",68.09020979,"Alexander",1
"571",1980,"anchor","ASON_max",97.4877551,"Anchor",1
"572",1981,"anchor","ASON_max",140.1214286,"Anchor",1
"573",1982,"anchor","ASON_max",196.5040816,"Anchor",1
"574",1983,"anchor","ASON_max",127.8765306,"Anchor",1
"575",1984,"anchor","ASON_max",139.2826531,"Anchor",1
"576",1985,"anchor","ASON_max",122.6510204,"Anchor",1
"577",1986,"anchor","ASON_max",156.2112245,"Anchor",1
"578",1987,"anchor","ASON_max",189.1622449,"Anchor",1
"579",1988,"anchor","ASON_max",88.88367347,"Anchor",1
"580",1989,"anchor","ASON_max",158.5540816,"Anchor",1
"581",1990,"anchor","ASON_max",159.8020408,"Anchor",1
"582",1991,"anchor","ASON_max",126.7846939,"Anchor",1
"583",1992,"anchor","ASON_max",142.2846939,"Anchor",1
"584",1993,"anchor","ASON_max",160.4959184,"Anchor",1
"585",1994,"anchor","ASON_max",122.0683674,"Anchor",1
"586",1995,"anchor","ASON_max",151.9489796,"Anchor",1
"587",1996,"anchor","ASON_max",118.0204082,"Anchor",1
"588",1997,"anchor","ASON_max",176.5071429,"Anchor",1
"589",1998,"anchor","ASON_max",119.6795918,"Anchor",1
"590",1999,"anchor","ASON_max",153.0132653,"Anchor",1
"591",2000,"anchor","ASON_max",153.8214286,"Anchor",1
"592",2001,"anchor","ASON_max",85.83367347,"Anchor",1
"593",2002,"anchor","ASON_max",161.0591837,"Anchor",1
"594",2003,"anchor","ASON_max",88.23469388,"Anchor",1
"595",2004,"anchor","ASON_max",178.9459184,"Anchor",1
"596",2005,"anchor","ASON_max",196.0071429,"Anchor",1
"597",2006,"anchor","ASON_max",110.8,"Anchor",1
"598",2007,"anchor","ASON_max",149.7877551,"Anchor",1
"599",2008,"anchor","ASON_max",137.0479592,"Anchor",1
"600",2009,"anchor","ASON_max",105.0061225,"Anchor",1
"601",1980,"campbell","ASON_max",97.07096774,"NF Campbell",1
"602",1981,"campbell","ASON_max",159.3,"NF Campbell",1
"603",1982,"campbell","ASON_max",156.2193548,"NF Campbell",1
"604",1983,"campbell","ASON_max",102.7193548,"NF Campbell",1
"605",1984,"campbell","ASON_max",98.13870968,"NF Campbell",1
"606",1985,"campbell","ASON_max",114.5483871,"NF Campbell",1
"607",1986,"campbell","ASON_max",105.9967742,"NF Campbell",1
"608",1987,"campbell","ASON_max",81.37419355,"NF Campbell",1
"609",1988,"campbell","ASON_max",111.6387097,"NF Campbell",1
"610",1989,"campbell","ASON_max",134.9870968,"NF Campbell",1
"611",1990,"campbell","ASON_max",119.6032258,"NF Campbell",1
"612",1991,"campbell","ASON_max",112.8935484,"NF Campbell",1
"613",1992,"campbell","ASON_max",86.51935484,"NF Campbell",1
"614",1993,"campbell","ASON_max",148.3032258,"NF Campbell",1
"615",1994,"campbell","ASON_max",78.20967742,"NF Campbell",1
"616",1995,"campbell","ASON_max",101.0290323,"NF Campbell",1
"617",1996,"campbell","ASON_max",79.21290323,"NF Campbell",1
"618",1997,"campbell","ASON_max",110.0967742,"NF Campbell",1
"619",1998,"campbell","ASON_max",102.1193548,"NF Campbell",1
"620",1999,"campbell","ASON_max",121.1580645,"NF Campbell",1
"621",2000,"campbell","ASON_max",95.57096774,"NF Campbell",1
"622",2001,"campbell","ASON_max",58.54516129,"NF Campbell",1
"623",2002,"campbell","ASON_max",125.183871,"NF Campbell",1
"624",2003,"campbell","ASON_max",77.69354839,"NF Campbell",1
"625",2004,"campbell","ASON_max",134.7516129,"NF Campbell",1
"626",2005,"campbell","ASON_max",137.1774194,"NF Campbell",1
"627",2006,"campbell","ASON_max",159.8387097,"NF Campbell",1
"628",2007,"campbell","ASON_max",147.6387097,"NF Campbell",1
"629",2008,"campbell","ASON_max",112.2580645,"NF Campbell",1
"630",2009,"campbell","ASON_max",92.3,"NF Campbell",1
"631",1980,"chuitna","ASON_max",115.5428135,"Chuitna",1
"632",1981,"chuitna","ASON_max",171.5474006,"Chuitna",1
"633",1982,"chuitna","ASON_max",273.5351682,"Chuitna",1
"634",1983,"chuitna","ASON_max",128.117737,"Chuitna",1
"635",1984,"chuitna","ASON_max",171.3761468,"Chuitna",1
"636",1985,"chuitna","ASON_max",263.3012232,"Chuitna",1
"637",1986,"chuitna","ASON_max",216.4831804,"Chuitna",1
"638",1987,"chuitna","ASON_max",231.6605505,"Chuitna",1
"639",1988,"chuitna","ASON_max",137.0214067,"Chuitna",1
"640",1989,"chuitna","ASON_max",232.2033639,"Chuitna",1
"641",1990,"chuitna","ASON_max",225.2828746,"Chuitna",1
"642",1991,"chuitna","ASON_max",153.0550459,"Chuitna",1
"643",1992,"chuitna","ASON_max",192.2538226,"Chuitna",1
"644",1993,"chuitna","ASON_max",328.4831804,"Chuitna",1
"645",1994,"chuitna","ASON_max",125.8394495,"Chuitna",1
"646",1995,"chuitna","ASON_max",179.8975535,"Chuitna",1
"647",1996,"chuitna","ASON_max",138.9189603,"Chuitna",1
"648",1997,"chuitna","ASON_max",160.2431193,"Chuitna",1
"649",1998,"chuitna","ASON_max",123.3180428,"Chuitna",1
"650",1999,"chuitna","ASON_max",175.2660551,"Chuitna",1
"651",2000,"chuitna","ASON_max",173.380734,"Chuitna",1
"652",2001,"chuitna","ASON_max",98.0030581,"Chuitna",1
"653",2002,"chuitna","ASON_max",230.3623853,"Chuitna",1
"654",2003,"chuitna","ASON_max",114.0718654,"Chuitna",1
"655",2004,"chuitna","ASON_max",244.8134557,"Chuitna",1
"656",2005,"chuitna","ASON_max",307.2262997,"Chuitna",1
"657",2006,"chuitna","ASON_max",211.3195719,"Chuitna",1
"658",2007,"chuitna","ASON_max",229.3012232,"Chuitna",1
"659",2008,"chuitna","ASON_max",163.9067278,"Chuitna",1
"660",2009,"chuitna","ASON_max",114.6819572,"Chuitna",1
"661",1980,"crooked","ASON_max",88.65909091,"Crooked",1
"662",1981,"crooked","ASON_max",123.4356061,"Crooked",1
"663",1982,"crooked","ASON_max",186.3143939,"Crooked",1
"664",1983,"crooked","ASON_max",76.35606061,"Crooked",1
"665",1984,"crooked","ASON_max",125.9318182,"Crooked",1
"666",1985,"crooked","ASON_max",126.25,"Crooked",1
"667",1986,"crooked","ASON_max",141.8257576,"Crooked",1
"668",1987,"crooked","ASON_max",164.0151515,"Crooked",1
"669",1988,"crooked","ASON_max",101.0606061,"Crooked",1
"670",1989,"crooked","ASON_max",149.4280303,"Crooked",1
"671",1990,"crooked","ASON_max",147.9962121,"Crooked",1
"672",1991,"crooked","ASON_max",117.5227273,"Crooked",1
"673",1992,"crooked","ASON_max",101.7007576,"Crooked",1
"674",1993,"crooked","ASON_max",162.7272727,"Crooked",1
"675",1994,"crooked","ASON_max",105.1287879,"Crooked",1
"676",1995,"crooked","ASON_max",138.0454546,"Crooked",1
"677",1996,"crooked","ASON_max",105.1325758,"Crooked",1
"678",1997,"crooked","ASON_max",147.1212121,"Crooked",1
"679",1998,"crooked","ASON_max",91.42424242,"Crooked",1
"680",1999,"crooked","ASON_max",136.6401515,"Crooked",1
"681",2000,"crooked","ASON_max",106.530303,"Crooked",1
"682",2001,"crooked","ASON_max",60.08712121,"Crooked",1
"683",2002,"crooked","ASON_max",150.9431818,"Crooked",1
"684",2003,"crooked","ASON_max",81.97348485,"Crooked",1
"685",2004,"crooked","ASON_max",166.3863636,"Crooked",1
"686",2005,"crooked","ASON_max",184.1666667,"Crooked",1
"687",2006,"crooked","ASON_max",133.5113636,"Crooked",1
"688",2007,"crooked","ASON_max",133.1931818,"Crooked",1
"689",2008,"crooked","ASON_max",125.1818182,"Crooked",1
"690",2009,"crooked","ASON_max",77.26893939,"Crooked",1
"691",1980,"deep","ASON_max",97.13958333,"Deep",1
"692",1981,"deep","ASON_max",135.753125,"Deep",1
"693",1982,"deep","ASON_max",197.434375,"Deep",1
"694",1983,"deep","ASON_max",116.0291667,"Deep",1
"695",1984,"deep","ASON_max",135.190625,"Deep",1
"696",1985,"deep","ASON_max",127.4333333,"Deep",1
"697",1986,"deep","ASON_max",153.3479167,"Deep",1
"698",1987,"deep","ASON_max",182.2375,"Deep",1
"699",1988,"deep","ASON_max",92.81875,"Deep",1
"700",1989,"deep","ASON_max",159.89375,"Deep",1
"701",1990,"deep","ASON_max",159.0135417,"Deep",1
"702",1991,"deep","ASON_max",127.23125,"Deep",1
"703",1992,"deep","ASON_max",141.359375,"Deep",1
"704",1993,"deep","ASON_max",165.996875,"Deep",1
"705",1994,"deep","ASON_max",117.965625,"Deep",1
"706",1995,"deep","ASON_max",150.5458333,"Deep",1
"707",1996,"deep","ASON_max",115.3604167,"Deep",1
"708",1997,"deep","ASON_max",167.3677083,"Deep",1
"709",1998,"deep","ASON_max",107.00625,"Deep",1
"710",1999,"deep","ASON_max",150.5552083,"Deep",1
"711",2000,"deep","ASON_max",150.3697917,"Deep",1
"712",2001,"deep","ASON_max",84.86770833,"Deep",1
"713",2002,"deep","ASON_max",161.35,"Deep",1
"714",2003,"deep","ASON_max",88.43541667,"Deep",1
"715",2004,"deep","ASON_max",178.6479167,"Deep",1
"716",2005,"deep","ASON_max",196.075,"Deep",1
"717",2006,"deep","ASON_max",118.478125,"Deep",1
"718",2007,"deep","ASON_max",148.115625,"Deep",1
"719",2008,"deep","ASON_max",136.5010417,"Deep",1
"720",2009,"deep","ASON_max",101.6114583,"Deep",1
"721",1980,"deshka","ASON_max",72.3945946,"Deshka",1
"722",1981,"deshka","ASON_max",142.350991,"Deshka",1
"723",1982,"deshka","ASON_max",174.2028829,"Deshka",1
"724",1983,"deshka","ASON_max",110.4147748,"Deshka",1
"725",1984,"deshka","ASON_max",127.2854054,"Deshka",1
"726",1985,"deshka","ASON_max",174.781982,"Deshka",1
"727",1986,"deshka","ASON_max",116.3906306,"Deshka",1
"728",1987,"deshka","ASON_max",108.1127928,"Deshka",1
"729",1988,"deshka","ASON_max",99.87783784,"Deshka",1
"730",1989,"deshka","ASON_max",158.5704505,"Deshka",1
"731",1990,"deshka","ASON_max",128.218018,"Deshka",1
"732",1991,"deshka","ASON_max",84.94450451,"Deshka",1
"733",1992,"deshka","ASON_max",132.2684685,"Deshka",1
"734",1993,"deshka","ASON_max",210.4918919,"Deshka",1
"735",1994,"deshka","ASON_max",102.2504505,"Deshka",1
"736",1995,"deshka","ASON_max",97.67711712,"Deshka",1
"737",1996,"deshka","ASON_max",104.6825225,"Deshka",1
"738",1997,"deshka","ASON_max",129.8630631,"Deshka",1
"739",1998,"deshka","ASON_max",104.1034234,"Deshka",1
"740",1999,"deshka","ASON_max",105.2183784,"Deshka",1
"741",2000,"deshka","ASON_max",125.0763964,"Deshka",1
"742",2001,"deshka","ASON_max",68.13153153,"Deshka",1
"743",2002,"deshka","ASON_max",123.3063063,"Deshka",1
"744",2003,"deshka","ASON_max",85.59135135,"Deshka",1
"745",2004,"deshka","ASON_max",141.4100901,"Deshka",1
"746",2005,"deshka","ASON_max",194.532973,"Deshka",1
"747",2006,"deshka","ASON_max",187.4468469,"Deshka",1
"748",2007,"deshka","ASON_max",149.7207207,"Deshka",1
"749",2008,"deshka","ASON_max",88.51027027,"Deshka",1
"750",2009,"deshka","ASON_max",75.78522523,"Deshka",1
"751",1980,"kenai_early","ASON_max",150.7443336,"Kenai_early",NA
"752",1981,"kenai_early","ASON_max",192.8259293,"Kenai_early",NA
"753",1982,"kenai_early","ASON_max",289.3807797,"Kenai_early",NA
"754",1983,"kenai_early","ASON_max",123.0099728,"Kenai_early",NA
"755",1984,"kenai_early","ASON_max",187.9528559,"Kenai_early",NA
"756",1985,"kenai_early","ASON_max",183.1840435,"Kenai_early",NA
"757",1986,"kenai_early","ASON_max",200.2511333,"Kenai_early",NA
"758",1987,"kenai_early","ASON_max",235.2574796,"Kenai_early",NA
"759",1988,"kenai_early","ASON_max",139.7923844,"Kenai_early",NA
"760",1989,"kenai_early","ASON_max",256.6690843,"Kenai_early",NA
"761",1990,"kenai_early","ASON_max",227.0661831,"Kenai_early",NA
"762",1991,"kenai_early","ASON_max",192.7669991,"Kenai_early",NA
"763",1992,"kenai_early","ASON_max",174.6808704,"Kenai_early",NA
"764",1993,"kenai_early","ASON_max",249.681777,"Kenai_early",NA
"765",1994,"kenai_early","ASON_max",165.1958296,"Kenai_early",NA
"766",1995,"kenai_early","ASON_max",220.4125113,"Kenai_early",NA
"767",1996,"kenai_early","ASON_max",157.8322756,"Kenai_early",NA
"768",1997,"kenai_early","ASON_max",227.4152312,"Kenai_early",NA
"769",1998,"kenai_early","ASON_max",119.5394379,"Kenai_early",NA
"770",1999,"kenai_early","ASON_max",219.8540345,"Kenai_early",NA
"771",2000,"kenai_early","ASON_max",177.6310064,"Kenai_early",NA
"772",2001,"kenai_early","ASON_max",112.3427017,"Kenai_early",NA
"773",2002,"kenai_early","ASON_max",234.8395286,"Kenai_early",NA
"774",2003,"kenai_early","ASON_max",134.513146,"Kenai_early",NA
"775",2004,"kenai_early","ASON_max",256.4850408,"Kenai_early",NA
"776",2005,"kenai_early","ASON_max",266.9936537,"Kenai_early",NA
"777",2006,"kenai_early","ASON_max",187.8449683,"Kenai_early",NA
"778",2007,"kenai_early","ASON_max",246.6047144,"Kenai_early",NA
"779",2008,"kenai_early","ASON_max",208.8377153,"Kenai_early",NA
"780",2009,"kenai_early","ASON_max",128.0262919,"Kenai_early",NA
"781",1980,"kenai_late","ASON_max",150.2322093,"Kenai_late",1
"782",1981,"kenai_late","ASON_max",213.2363954,"Kenai_late",1
"783",1982,"kenai_late","ASON_max",284.9033721,"Kenai_late",1
"784",1983,"kenai_late","ASON_max",123.537093,"Kenai_late",1
"785",1984,"kenai_late","ASON_max",178.1052326,"Kenai_late",1
"786",1985,"kenai_late","ASON_max",183.4073256,"Kenai_late",1
"787",1986,"kenai_late","ASON_max",186.7395349,"Kenai_late",1
"788",1987,"kenai_late","ASON_max",234.4280233,"Kenai_late",1
"789",1988,"kenai_late","ASON_max",141.5404651,"Kenai_late",1
"790",1989,"kenai_late","ASON_max",270.4801163,"Kenai_late",1
"791",1990,"kenai_late","ASON_max",222.477093,"Kenai_late",1
"792",1991,"kenai_late","ASON_max",186.9526744,"Kenai_late",1
"793",1992,"kenai_late","ASON_max",200.5356977,"Kenai_late",1
"794",1993,"kenai_late","ASON_max",257.125,"Kenai_late",1
"795",1994,"kenai_late","ASON_max",167.4477907,"Kenai_late",1
"796",1995,"kenai_late","ASON_max",222.2205814,"Kenai_late",1
"797",1996,"kenai_late","ASON_max",154.0786047,"Kenai_late",1
"798",1997,"kenai_late","ASON_max",220.5463954,"Kenai_late",1
"799",1998,"kenai_late","ASON_max",116.5512791,"Kenai_late",1
"800",1999,"kenai_late","ASON_max",215.4056977,"Kenai_late",1
"801",2000,"kenai_late","ASON_max",191.4698837,"Kenai_late",1
"802",2001,"kenai_late","ASON_max",125.5444186,"Kenai_late",1
"803",2002,"kenai_late","ASON_max",232.2141861,"Kenai_late",1
"804",2003,"kenai_late","ASON_max",134.7912791,"Kenai_late",1
"805",2004,"kenai_late","ASON_max",251.6589535,"Kenai_late",1
"806",2005,"kenai_late","ASON_max",258.6109302,"Kenai_late",1
"807",2006,"kenai_late","ASON_max",209.9305814,"Kenai_late",1
"808",2007,"kenai_late","ASON_max",261.9083721,"Kenai_late",1
"809",2008,"kenai_late","ASON_max",209.4211628,"Kenai_late",1
"810",2009,"kenai_late","ASON_max",138.5597674,"Kenai_late",1
"811",1980,"lewis","ASON_max",97.32323232,"Lewis",NA
"812",1981,"lewis","ASON_max",165.5589226,"Lewis",NA
"813",1982,"lewis","ASON_max",254.9292929,"Lewis",NA
"814",1983,"lewis","ASON_max",120.2323232,"Lewis",NA
"815",1984,"lewis","ASON_max",161.6026936,"Lewis",NA
"816",1985,"lewis","ASON_max",235.6161616,"Lewis",NA
"817",1986,"lewis","ASON_max",182.6835017,"Lewis",NA
"818",1987,"lewis","ASON_max",188.6767677,"Lewis",NA
"819",1988,"lewis","ASON_max",124.8787879,"Lewis",NA
"820",1989,"lewis","ASON_max",203.5723906,"Lewis",NA
"821",1990,"lewis","ASON_max",194.4444444,"Lewis",NA
"822",1991,"lewis","ASON_max",135.016835,"Lewis",NA
"823",1992,"lewis","ASON_max",182.0976431,"Lewis",NA
"824",1993,"lewis","ASON_max",291.037037,"Lewis",NA
"825",1994,"lewis","ASON_max",125.6127946,"Lewis",NA
"826",1995,"lewis","ASON_max",160.0538721,"Lewis",NA
"827",1996,"lewis","ASON_max",119.7205387,"Lewis",NA
"828",1997,"lewis","ASON_max",137.7946128,"Lewis",NA
"829",1998,"lewis","ASON_max",102.4208754,"Lewis",NA
"830",1999,"lewis","ASON_max",146.959596,"Lewis",NA
"831",2000,"lewis","ASON_max",169.0976431,"Lewis",NA
"832",2001,"lewis","ASON_max",91.31313131,"Lewis",NA
"833",2002,"lewis","ASON_max",200.3164983,"Lewis",NA
"834",2003,"lewis","ASON_max",102.6734007,"Lewis",NA
"835",2004,"lewis","ASON_max",215.7104377,"Lewis",NA
"836",2005,"lewis","ASON_max",272.4074074,"Lewis",NA
"837",2006,"lewis","ASON_max",207.4006734,"Lewis",NA
"838",2007,"lewis","ASON_max",204.3063973,"Lewis",NA
"839",2008,"lewis","ASON_max",142.6026936,"Lewis",NA
"840",2009,"lewis","ASON_max",88.48148148,"Lewis",NA
"841",1980,"little_susitna","ASON_max",111.9911456,"Little Susitna",1
"842",1981,"little_susitna","ASON_max",132.9596016,"Little Susitna",1
"843",1982,"little_susitna","ASON_max",155.3386829,"Little Susitna",1
